"","id","name","host_id"
"4031",8786022,"Petit Prince incl FOOD DRINKS SNACKS WINES FLOWERS",45641998
"4032",8786080,"Convenient & Good Located Private Apartment",13052768
"4033",8786196,"Petit Prince Loft incl Food / Drinks / Snacks",45641998
"4034",8787619,"Authentic & modern apartment in Amsterdam East",14069780
"4035",8788403,"Brand new & centrally located",46060395
"4036",8792547,"Nice, Cosy and comfortable room with tv and fridge",33634007
"4037",8792635,"Beautiful and cozy apartment in OldWest Amsterdam*",46064520
"4038",8792777,"floating studio nescio",46076562
"4039",8795012,"Spacious comfortable  two bedroom apartment",15895871
"4040",8798384,"Family Apt with garden near centre",46104716
"4041",8803098,"Cosy apt. near centre w/ great view",14667606
"4042",8803799,"Waterfront studio in city centre",34934172
"4043",8805345,"Een mooi appartement aan het water",46135700
"4044",8805782,"AMAZING design house 4p w/ garden!",1221888
"4045",8807992,"Amsterdam Centre Stylisch & Luxury Canal House",26688955
"4046",8808299,"Authentic, canal view full appartment + free WIFI",46148113
"4047",8809467,"Japanese style guest room + parking",46017070
"4048",8820418,"Cosy house with beautiful garden",6026343
"4049",8820770,"jennylee homes",46205874
"4050",8823444,"Perfect weekend get away Amsterdam",20103810
"4051",8824574,"Spacious and comfy apartment",46197921
"4052",8826432,"Perfect quiet canal apartment!",25503705
"4053",8835898,"Room in a charming canal house - 23",24002310
"4054",8837071,"Cozy apartment in city center",13034277
"4055",8840501,"Private room nice bathroom",25984010
"4056",8843219,"Nice family home in de baarsjes",10054580
"4057",8854214,"Perfect apartment for exploring amazing Amsterdam",46359471
"4058",8855268,"Two beds in Unusually Spacious Apt",1313397
"4059",8857282,"Luxurious 2p apmnt in popular west",11073873
"4060",8857288,"Amsterdam Centre: 18th century apt",5021556
"4061",8861651,"Two floor apartment in Amsterdam",46388706
"4062",8862802,"Canal view apartment",46394341
"4063",8863859,"Lovely light apartment 66m2 (center/old west)",36971737
"4064",8866137,"Living in Amsterdam Centre",7031530
"4065",8872533,"Apartment in Amsterdam",17669453
"4066",8873233,"Beautiful Houseboat Riverside View",46440965
"4067",8873466,"Modern, light and clean apartment",46442052
"4068",8874073,"Cozy Apartment City Center Wifi",46444589
"4069",8875611,"Historical tjalk in city center",5644597
"4070",8875809,"Modern apartment with garden!",46451236
"4071",8876071,"Amazing 2 bedroom house + rooftop!",14150525
"4072",8877094,"Love Nest - Amsterdam",4519705
"4073",8878243,"appartement in centre of Amsterdam",46461354
"4074",8879262,"cosy appartment",15553129
"4075",8879722,"Cosy Houseboat Canal view",46466691
"4076",8880426,"Amazing apartment in Old West near Vondelpark",46470111
"4077",8880891,"Amazing room near Vondelpark",46470111
"4078",8880908,"Trendy, bright home in city center",14183444
"4079",8883361,"Sunny apartment with canal view",11701506
"4080",8893580,"Calm water view apartment in Centre",46528989
"4081",8895465,"Central apartement with rooftop",2328711
"4082",8896452,"Elegant House in Museumquarter",2794849
"4083",8896501,"Nice and clean house with garden",13166320
"4084",8897613,"Top-floor appt with outside space",46545782
"4085",8911347,"Cute&cozy apartment from the 1930s",29813963
"4086",8911950,"Spacious apartment inside a park",46610485
"4087",8913666,"Loft apartment fulfilled with light.",2651625
"4088",8914322,"Great apartment Museum/Pijp area",7872614
"4089",8916311,"Lovely and cosy apartment 120m2 + garden",5675433
"4090",8916698,"Cozy room in a nice apartment",18382565
"4091",8917053,"Magnificent panoramic city view",46634046
"4092",8918188,"Enjoy Amsterdam Like Locals Do",46634046
"4093",8920212,"Beautiful spacey house at the Amstel near station",46643228
"4094",8921550,"Appartement, Canal view Vondelpark",25858429
"4095",8930278,"Comfortable place in great area",6488934
"4096",8932316,"Modern apartment in the center",45296200
"4097",8933102,"Herengracht Canal Apartment",2699908
"4098",8944525,"Luxury Room with Amazing Historical Views",4949075
"4099",8945914,"Bright and spacious penthouse",46759599
"4100",8946277,"Refresingly new sunny apartment!",20445818
"4101",8947803,"Tweekamerappartement huur zes weken",46061502
"4102",8949139,"Awesome location/One bedroom Apt",6325065
"4103",8950808,"Lovely apartment in beautiful area | BALCONY",42152626
"4104",8958006,"Sunny apartment nearby Jordaan",3551456
"4105",8958570,"Nice room in appartement near Amstel Station",18655432
"4106",8959528,"Bright and trendy apt, sunny balcony -De Pijp, RAI",3669392
"4107",8963247,"Home 200 mtr. from Museumsquare",62658
"4108",8964889,"4 BD on minor Amsterdam canal",12088138
"4109",8967596,"Modern spacious apartment | next to City Centre",12957800
"4110",8971122,"Luxurious,Spacious & Modern apartment in Amsterdam",46878277
"4111",8971928,"Canal View Apartment",46884262
"4112",8976034,"300sqm Family Home/Garden Central",6915637
"4113",8977362,"Renovated apartement with garden",38372252
"4114",8980538,"Sunny and bright apartment, 36 sqm!",46309544
"4115",8981648,"Nice private studio near Vondelpark",46926830
"4116",8982174,"Beautiful apt in upcoming area",46928483
"4117",8986191,"House, Amsterdam, Amstelstation",46944252
"4118",8998709,"Lovely bright apartment with tranquil canal views",5917557
"4119",9003103,"Cosy apartment in Amsterdam West !!",46998089
"4120",9003963,"Private Floor in Canal House at the Skinny Bridge",47021452
"4121",9006224,"Great apartment in best location!",21467384
"4122",9007086,"New bright and spacious apt in West",1613938
"4123",9008662,"Stylish home with garden at trendy East + 2 bikes",47042354
"4124",9008762,"Spacious Historic Design Loft",5204447
"4125",9008887,"Petit apartment in trendy area",47042751
"4126",9008999,"Clean and white house in Old-West",47043774
"4127",9019783,"Great Ensuite room @ good location",10650470
"4128",9020907,"",19122863
"4129",9021865,"Central apartment @ Vondelpark",4761847
"4130",9022717,"Sunny ground floor apartment",47105043
"4131",9023035,"Great spacious apartment with your own garden",12045419
"4132",9027461,"Canal view - Westerpak/ Jordaan",4631902
"4133",9035176,"Alexandra's appartment",29229049
"4134",9037305,"Lovely Apartment near Vondelpark",14233984
"4135",9037568,"Light & spacious apartment",18933898
"4136",9038396,"Nice appartment / free parking",7697086
"4137",9038734,"Newly renovated very spacious apartment in center",47173256
"4138",9040505,"Luxurious apartment. Delightful. Near museums.",47179858
"4139",9041901,"Cosy spacious appartement!",44841330
"4140",9044894,"Amsterdam City Center Private rooms",1929929
"4141",9045210,"Cozy apt by Oosterpark and center",10704602
"4142",9045244,"Loft apartment with a roofterrace close to Jordaan",29693546
"4143",9047867,"Two bedroom appartment in ""De Pijp""",12665806
"4144",9054138,"Cozy apartment with roof terrace.",2566356
"4145",9057173,"Beautiful apartment next to the Jordaan & centre",26066038
"4146",9058164,"Amsterdam Museum Quarter",25940173
"4147",9058595,"Cosy apartment in Jordaan + balcony",8116206
"4148",9060542,"Great apartment close to centre!",47264238
"4149",9060823,"Sunny, spacious flat in de Pijp",486956
"4150",9064499,"Central&quiet studio w/ canal views",5329156
"4151",9069083,"All the comfort to experience A'dam",8977623
"4152",9070642,"Luxury monumental 3 floor house",47264521
"4153",9074767,"",47328696
"4154",9075972,"Cosy place near Jordaan and Westerpark",47334123
"4155",9078916,"Stylish apartment in coolest area!",10456257
"4156",9083550,"Classical Amsterdam Channel House",10156840
"4157",9084235,"Sumatrastraat 207",2352096
"4158",9086369,"Unique view in Amsterdam",4875974
"4159",9089582,"Nice light appartement, canal view",17091788
"4160",9090734,"Families only: large house with sunny garden",47400823
"4161",9090965,"Spacious and sunny, near Vondelpark",23563568
"4162",9101002,"Modern and cosy studio 10 minutes from city centre",20142861
"4163",9101010,"Bright, Spacious & Trendy close to Vondelpark!",4695983
"4164",9103375,"Nice comfy room, magnificent view!",33725336
"4165",9103703,"Cosy apartment near city center",15073333
"4166",9104448,"Spacious 4 room apartment with a great view",19489690
"4167",9104541,"The Get Away Studio",4342237
"4168",9106661,"Beautiful 2p apt with garden near Amstel River",45184404
"4169",9107443,"Bright Luxury Apt w/roof terrace",8081159
"4170",9107557,"Apartment in heart of Amsterdam!",47470798
"4171",9108386,"Very Central Simple Apartment",20691382
"4172",9108470,"Bright apartment with a garden",7390838
"4173",9108632,"Appartement Amsterdam Oost",47474838
"4174",9110045,"Luxurious Room For One 15 Min. From City Centre",47479242
"4175",9112543,"Sunny & Easily accessible apartment",15279587
"4176",9113521,"Cozy and private apartment near old city centre",7418599
"4177",9114443,"Awesome corner Apt heart of Jordaan",47495857
"4178",9115414,"staying in green surroundings",47499392
"4179",9122649,"Great Apt. w/ balcony",1614419
"4180",9123805,"Central located apartment w/ garden",47534178
"4181",9124288,"City centre apartment w. canal view",31288018
"4182",9125319,"Luxurious apt. in centre of A'dam.",47539621
"4183",9129007,"Apartment in ""De Pijp"" Amsterdam",47042107
"4184",9130232,"Cosy apartment for 2 person",2803438
"4185",9132885,"Renovated stylish 85m2 apt in popular West area!",7265686
"4186",9133692,"Spacious & lovely apartment",39503636
"4187",9135172,"Renovated 3 bedroom family house",47577960
"4188",9135417,"Private room in art collectors’ home",6384372
"4189",9141220,"Beautiful quiet apt in the heart of 'De Pijp'!",6451002
"4190",9142716,"Bright modern apartment with balcony at Oosterpark",166264
"4191",9142759,"Renovated private apartment in centre with cat",21145640
"4192",9142856,"☆☆ Stylish & Spacious loft ☆☆",4812987
"4193",9144333,"Stylish Apartment- Heart of A'dam",47611346
"4194",9147285,"colourfull apartment east district",45611510
"4195",9148644,"Cosy & clean apartment in Amsterdam",47634967
"4196",9151542,"Lovely place near Vondelpark & Museums",11141937
"4197",9160760,"Central, Sunny, Spacious, 4-6 guest",47686543
"4198",9161113,"Cozy Room close to the City Centre",26529123
"4199",9162524,"Cute and personal Amsterdam",475143
"4200",9165137,"2-bedroom apartment in Ams-East",24015179
"4201",9166399,"Warm apt next to Westerpark area and own garden",2114997
"4202",9176228,"Large Room in Modern Appartment",12563886
"4203",9176530,"Beautiful apartment with terrace",9259586
"4204",9178528,"Sunny & stylish Amsterdam apartment",2999066
"4205",9181640,"Nice apartment in center of Amsterdam",23060282
"4206",9183025,"Private room close to Vondelpark",47780197
"4207",9186603,"Lovely light and spacious apartment with balcony",10144681
"4208",9191201,"Modern and quiet apartment close to city center",32657123
"4209",9191305,"Comfy apartment in Oud-West",1812236
"4210",9191786,"Comfort studio with rooftop terrace",47817917
"4211",9191833,"Lovely apartment across the park",47818173
"4212",9192415,"Cozy apartment center Amsterdam",47820987
"4213",9193983,"Deluxe home w/ sunny balcony in best area: center!",21800150
"4214",9194027,"Cozy Room in De Pijp incl. 2 bikes",3566142
"4215",9194735,"SolebaasRoom",2480425
"4216",9195474,"Spacious and Modern Apartment in Amsterdam",47479242
"4217",9197358,"Charming apartment next to Rembrandtpark",47842477
"4218",9199026,"Centrally located luxury apartment!",1781774
"4219",9203943,"Cosy house, North Amsterdam",21683808
"4220",9206180,"Family house in Amsterdam, near CS",7734473
"4221",9207029,"comfortable livingroom/bedroom",16838987
"4222",9207034,"Quiet, central, canal view apt.",47886326
"4223",9208956,"All in walking distance appartment",47895041
"4224",9209591,"Warm appartement in Amsterdam",28678425
"4225",9210690,"Bright central Apartment in Ams",9695423
"4226",9211391,"Apartment near the Pijp",44201226
"4227",9213744,"Sunny & Spacious Apartment",6973466
"4228",9214208,"Lovely Westerpark Getaway!",8687618
"4229",9216119,"The Market",7594884
"4230",9223034,"FAMILIES ONLY: Monumental home near the Westerpark",29811397
"4231",9227262,"This peaceful canal-side apartment",46613548
"4232",9228075,"Modern NYC look app. in Amsterdam!",27896773
"4233",9232986,"Lovely apartment in 'de Pijp'",3657336
"4234",9234842,"Modern & central apartment with huge garden",48001775
"4235",9245614,"Apartment in Famous Oud Zuid Area",48047464
"4236",9245626,"Modern, light apartment with garden",48047515
"4237",9247120,"Cute apt with garden near Amstel",16768552
"4238",9249635,"Beautiful apartment in center",38245513
"4239",9252278,"Trendy apt. with balcony in East",48040825
"4240",9252466,"an apartment in the Jordaan with roof top terrace",23905541
"4241",9252483,"Private room in cosy maisonette",20883520
"4242",9254675,"Brigth and cozy mini apartament",22490099
"4243",9254696,"Family friendly home with two cats",5182266
"4244",9263357,"The centre of Amsterdam",15781963
"4245",9263780,"Bright studio in Amsterdam East",21975898
"4246",9263993,"Private apartment next to the Vondelpark!",6076845
"4247",9266543,"A home away from home",43923147
"4248",9266573,"New Year in Amsterdam",20883520
"4249",9268762,"The Eye Apartment",7594884
"4250",9268952,"Big apartment, 110m², 2 bedrooms, 2wc,free parking",48144218
"4251",9269326,"Relax in Quiet Comfy Style",48146191
"4252",9269455,"Beautiful artsy light apartment 2p",10528166
"4253",9271262,"Comfy 90m2 apartment on a great location near RAI!",3825509
"4254",9272999,"Nice room in trendy area near center",48158577
"4255",9273255,"Newly renovated room in canal viewed house",16531672
"4256",9273467,"Spacious room in modern apartment",48158577
"4257",9274134,"Bright & big apt Scandinavian style - A'dam South",13374062
"4258",9275222,"Spacious Industrial 3 bedroom loft @great location",4319288
"4259",9290154,"t Geveltje",48236657
"4260",9305071,"Family apartment Amsterdam Centre",19497851
"4261",9307157,"Design apartment with lovely garden",4910458
"4262",9308904,"Renovated private studio close to the Foodhallen",4230677
"4263",9320410,"Casa Emilia",43359318
"4264",9321688,"Hip & cosy appartment",16805754
"4265",9322153,"spacious, cozy, quiet apartment",8959320
"4266",9322312,"Bright and cozy apartment in A'dam",4735650
"4267",9322352,"Pretorius Heights",6749406
"4268",9322953,"Clean, cosy and comfy apartment",48388216
"4269",9323047,"Little Flower apartment Jordaan/ Centre Amsterdam",48388687
"4270",9323289,"Ruim appartement aan Rembrandtpark, family holiday",48385299
"4271",9323377,"Cozy Studios in Heart of Pijp",47439090
"4272",9324749,"Charming Apartment, perfect location in Amsterdam",48397260
"4273",9326539,"Bright sunny apartment in cosy area",31073124
"4274",9327496,"'Tiny house' with the best view",1849155
"4275",9327973,"Lovely home in central south Amsterdam",20021396
"4276",9328846,"Cosy apartment for up to 4 persons",48417013
"4277",9331043,"Colourful & cosy apartment, close to centre!",6403202
"4278",9339846,"Renovated studio in the east part.",37262126
"4279",9340964,"City center apartment with big garden",48479869
"4280",9342404,"Modern 4p apartment w. roof terrace",14877501
"4281",9343043,"Beautiful spacious light apartment",48490311
"4282",9343414,"Amsterdam Centre House",10156487
"4283",9343735,"Family friendly home Central location",27847761
"4284",9343949,"LITTLE AMSTEL VIEW",27948402
"4285",9344637,"Breezy House boat",651724
"4286",9345262,"Modern cozy houseboat Amstel river",36055544
"4287",9345435,"Spacious family house with garden",47132067
"4288",9345544,"Cosy apartment in lovely East",35889746
"4289",9346279,"Woonboot op de Keizersgracht, centrum Amsterdam",22809738
"4290",9346390,"A nice house with garden and park",7401689
"4291",9347195,"Little House by the Dykes",2939531
"4292",9353727,"Lovely and spacious home in IJburg FREE PARKING",4178937
"4293",9355281,"Unique cabin at the entrance of the Vondelpark",4724749
"4294",9356764,"Black and White Studio",12599782
"4295",9356852,"Feel at home in Amsterdam in modern apartment",10696233
"4296",9357030,"Colorful & Cosy APT for 4",1464510
"4297",9357740,"Perfect place for two next to museum quarter",30854045
"4298",9360964,"Bright apartment in trendy East",26726824
"4299",9362278,"2 Bedroom Luxury Canal View & Lift",892550
"4300",9363358,"Romantic Bridal Suite - Amsterdam",39134453
"4301",9366344,"Charming Studio Amsterdam North",21406789
"4302",9366434,"Beautiful Renovated Apartment in Amsterdam West",24396048
"4303",9366776,"Light & Stylish 3 room apartment",8795077
"4304",9373807,"Classical light apartment",48297772
"4305",9376657,"Private apartment with garden",871297
"4306",9377613,"Very light apartment, in lively neighbourhood",48653787
"4307",9381767,"Cosy ground floor app. nearby city center",11864385
"4308",9381853,"Lovely, renovated, spacious POPART apartment",21600044
"4309",9383811,"",26073108
"4310",9385505,"Bright, modern & cozy in Trendy ""Old West"" area!",25422855
"4311",9389703,"Room in large appartment",10011513
"4312",9390005,"Nice & cozy. Great location!!",48706841
"4313",9390408,"Cosy apartment - Westerpark",13086486
"4314",9397239,"Modern appartment in Rivierenbuurt!",14891913
"4315",9398334,"Spacious and luxurious appartment",15410064
"4316",9399527,"Cosy place at wonderful location!",46763524
"4317",9399926,"Spacious loft with rooftop terrace",48750279
"4318",9402905,"Cosy & light apartment eastside!",12426795
"4319",9403324,"Cosy room near Amsterdam city, BREAKFAST INCLUDED!",6911859
"4320",9404830,"Canal Room in Amsterdam Centre",48771282
"4321",9407969,"Beautiful apartment with garden near city centre",48784588
"4322",9410136,"charmante privé studio op schip",48790899
"4323",9412502,"Apartment near city centre!",16076056
"4324",9420691,"Amsterdam Museum Area & Vondelpark -Apartment",48842488
"4325",9424352,"Warm,lovely,new furnished apartment",48858241
"4326",9427056,"Cute & cozy Amsterdam appartement",7994920
"4327",9429895,"Lovely appartement, good coffee!",3332212
"4328",9440696,"rooftop terrace apartment",3363026
"4329",9442138,"Cozy room in a shared apartment",7585319
"4330",9444516,"Luxurious & Perfect located apartment in Amsterdam",13026743
"4331",9446146,"Cozy, quiet and very central",5196152
"4332",9450652,"Big 3 bed house with garden in | Green area",48971793
"4333",9451726,"Spacious cosy appartment",33177217
"4334",9455483,"City Center Apartment",48999064
"4335",9456482,"Nice apt on canal near Jordaan",48569680
"4336",9457746,"Great apartment in the east-side of Amsterdam",49010293
"4337",9459496,"Modern 2 bedroom apt in BEST location in Amsterdam",21467384
"4338",9459610,"Lovely completely renovated ap",49020384
"4339",9459937,"Townhouse City Center & Eastside w/garden",2937484
"4340",9460389,"Centrally located Apartment for 4",13192638
"4341",9461010,"2-storey apt. with Canal view",49026622
"4342",9461142,"Stylish house with sunny garden",49027449
"4343",9461654,"Light & Cozy Apartment w/ Parkview",7407861
"4344",9462244,"Modern, bright & quiet apartment",9355095
"4345",9462627,"Beautiful home for the Holidays!",49035725
"4346",9462851,"Spacious apartment with kids room",6409277
"4347",9468617,"City center and 20m from subway!",5815014
"4348",9468652,"Large Private Apt + Garden @ Pijp",49071809
"4349",9470026,"Lovely apartment in the fancy Pijp",6633446
"4350",9470047,"Spacious, but cozy! Ideally located",49079801
"4351",9470556,"Centrally located room for 2",13192638
"4352",9471127,"Light cosy appartment with garden",49086056
"4353",9471603,"Appartment in the Pijp near center",10509235
"4354",9474189,"Spacious apartment near city centre",49103027
"4355",9476335,"Modern cozy appartment in West",26005433
"4356",9483298,"Lovely centrally located apartment",20518883
"4357",9483789,"Cozy room in A'dam coolest flat",49155747
"4358",9485867,"Cosy City Apartment",31644172
"4359",9489419,"Lovely, bright studio with a view",29791468
"4360",9490390,"Lovely, light and spacious apartment with terrace",49188355
"4361",9490497,"Sunny, cosy apartment",7134681
"4362",9490628,"Nice 2floor apartment for 2 people",49189764
"4363",9498536,"Lovely studio in",49104895
"4364",9500000,"17th Century Canal View in Center.",98844
"4365",9502213,"Central Apartment near Rijksmuseum",49245074
"4366",9503035,"Cosy apartment in awesome area",49249842
"4367",9504507,"",14286314
"4368",9506709,"Beautiful modern 3 double-bedroom apartment!",49264788
"4369",9507284,"Nice Appartment with garden",49267297
"4370",9509378,"Child Friendly Home & Roof Terrace",5693880
"4371",9509889,"Central hub",48791845
"4372",9510439,"Spacious apartment in center",9243344
"4373",9510513,"Ground-floor appartment with garden",49157961
"4374",9511164,"Room, free parking shared bathroom shared kitchen",6201677
"4375",9511515,"View on the Prinsengracht canal",22427442
"4376",9518736,"Bright and hip apartment close to city center",18940016
"4377",9521467,"Modern appartement in 'de pijp' area for 2,3 or 4",5142564
"4378",9525425,"Nice, fresh and budget",49347546
"4379",9529700,"Cozy Apartment with Canal view",49366008
"4380",9530785,"NEW Sunny Spacious City Centre Top Floor Apartment",43932029
"4381",9536529,"Chic & Cosy Near the RAI",1464510
"4382",9537235,"Room in the center of Amsterdam",45584652
"4383",9538986,"Penthouse Van Lennep",4524749
"4384",9539609,"Popular Amsterdam Oud West Apartment",36628748
"4385",9542122,"Nice spacious apartment 4-6 pers!",47957952
"4386",9544042,"Luxury big room close to the city",19728342
"4387",9544602,"New, cosy, stylish and central",2388283
"4388",9553741,"Spacious bright apartment for 3p",40096777
"4389",9557653,"Room in the heart of Amsterdam",49487736
"4390",9562058,"Begane Grond Appartement in Amsterdam Zuid/RAI",33438409
"4391",9567895,"Cosy apartment in Amsterdam West",13852615
"4392",9569018,"Spacious family house",49538851
"4393",9569206,"Lovely appartment on a great spot",49540212
"4394",9569885,"75 sq.m. app. in Amsterdam center",49543360
"4395",9572278,"Cozy apartment in Westerpark",31742573
"4396",9581166,"Family home in de Baarsjes, Amsterdam",16391789
"4397",9581513,"Fresh top apartment near citycentre and canals",49598933
"4398",9583026,"Nice apartment near park and easy to reach",24855005
"4399",9584081,"Light spacious family town house",34036951
"4400",9584580,"Romantic Room on Houseboat in City Center",4172093
"4401",9586317,"Bright apartment next to the Foodhallen!",17661806
"4402",9586600,"Flat with garden, near Vondelpark",178521
"4403",9586659,"A sunny and central apartment!",49621353
"4404",9586685,"Cosy Loft in heart of Amsterdam",49622479
"4405",9586821,"Spectacular loft: spacious, bright, city centre",4017740
"4406",9586960,"Newyearseve Amsterdam (31dec-3jan)",32510360
"4407",9588214,"Quiet Apartment In Amsterdam West",49629152
"4408",9588219,"Modern apartment close to centre",49629206
"4409",9588946,"Nice modern apartment,2 balconies,in a quiet area.",9752457
"4410",9590560,"Lovely apartment/Ideal location",49420317
"4411",9591279,"Charming house in 'Rivierenbuurt'",43478972
"4412",9597782,"Light & airy designer apartment by the Vondelpark",16766950
"4413",9599423,"Vintage Classic apartment @ Vondelpark!",8462169
"4414",9599927,"Amazing apartment near Vondelpark",4055109
"4415",9602508,"Cosy room",36129163
"4416",9604398,"Luxurious 4p roof terrace apartment",1687485
"4417",9605087,"Bright&Modern apt. next Beatrixpark",2503008
"4418",9605277,"Vondelpark double bed",49705076
"4419",9609029,"Brillant bright apartment",49718006
"4420",9609520,"Modern, spacious Oud-West apartment",26788371
"4421",9609542,"Bright, stylish spacious family apt",26487892
"4422",9610007,"☆ Modern apt. near Vondelpark ☆",30427318
"4423",9610130,"Bright/Cozy apt.Trendy neighborhood",5842177
"4424",9611073,"Comfy, spacious, funky design. Stunning canal view",13824848
"4425",9611898,"Authentic and spacious appartement",13879780
"4426",9612180,"gerardo",15104035
"4427",9613135,"comfort, private room. Populair area of Amsterdam.",20660883
"4428",9613546,"Stylish & comfy apartment in West!",1552077
"4429",9618303,"Beautiful Houseboat near Central Station",4473752
"4430",9619069,"Comfortable, clean, close to centre",49765302
"4431",9619832,"2 Floor Canal Apartment in Center of AMS (De Pijp)",49768032
"4432",9621792,"Luxuous apartment near City Centre",12323002
"4433",9625066,"Beautiful apartment near citycentre",49788175
"4434",9629614,"Beautiful and spacious apartment",12835331
"4435",9629640,"Private studio at souterrain with garden.",49804687
"4436",9632913,"The Bike shed on the  corner of two canals",4091515
"4437",9636008,"Cosy 2 p. living-/sleepingroom",49833474
"4438",9638051,"Design Apartment Amsterdam in famous Pijp area",1219810
"4439",9638910,"Cozy studio in downtown Amsterdam",49846450
"4440",9641233,"Hotel Jansen Amsterdam Vondel 0.01",10076897
"4441",9641683,"Spacious and Sunny Appartment",4202340
"4442",9644532,"Apartment with garage.",14895611
"4443",9645744,"Family apartment in De Pijp",32979060
"4444",9650371,"Luxury Penthouse Near Center",20280216
"4445",9650472,"Rozengracht Amsterdam Center",12751950
"4446",9657917,"MODERN & COZY APARTMENT, NEAR CITY CENTER!",45676453
"4447",9659063,"Beautiful Apt w Garden in Old-West!",49918954
"4448",9659173,"Lovely stylish apt in Amsterdam West near Jordaan",43706091
"4449",9661027,"Bright city-apartment with balcony",49922744
"4450",9661695,"Modern warm apartment between parks",10564677
"4451",9666347,"single room+bathroom+share kitchen",49954026
"4452",9670286,"A calm room with accommodation",49971103
"4453",9670793,"Modern apartement close to Westerpark & de Hallen",49974168
"4454",9672837,"Classic Dutch sailing barge",49982323
"4455",9673745,"Cozy house 10 min from city centre",44101133
"4456",9674954,"Bright city-view 2p apartment, close to Westerpark",17417038
"4457",9675163,"Central + quiet, unique location!!!",49991248
"4458",9676361,"Spacious Apartment Amsterdam",4246489
"4459",9681458,"Cosy modern apartment",9963714
"4460",9687750,"Luxurious canal view apartment with whirlpool!",49623381
"4461",9687879,"Apartment in Amsterdam center",25562293
"4462",9702049,"❤︎ Romantic & Stylish Canalside Loft Apartment",89119432
"4463",9702104,"Nice apartment in Amsterdam centrum",17873229
"4464",9702482,"Charming apartment near Rijksmuseum",50101008
"4465",9702511,"Eclectic apt at forrest entrance incl 2 bicycles",5254323
"4466",9702945,"Apartment in Amsterdam museum area",24100262
"4467",9703265,"Your own apartment at a parc in vibrent area Pijp",50104526
"4468",9703829,"Cosy light appartment in the Pijp",14255059
"4469",9705732,"Cozy house next to Vondelpark",22184580
"4470",9707369,"Spacious Amsterdam family home",2046937
"4471",9708704,"Comfortable, warm, light room +bike",13123877
"4472",9708720,"Sunny and spacious house + garden!",13123877
"4473",9709044,"Perfect voor 2",11303672
"4474",9720935,"Ground (2-) floor apartment in West",50177035
"4475",9721216,"Casa Waterloo Amsterdam",50177778
"4476",9721227,"Cozy apartment in beautiful Amsterdam East!",50178562
"4477",9721264,"Apartment overseeing Rembrandtpark",50178204
"4478",9722581,"Luxury & Style Private Apartment In Center Jordaan",49925703
"4479",9723190,"Apartment overseeing Rembrandtpark",50178204
"4480",9724374,"Spacious Private Room, City Center",50189454
"4481",9726490,"family apartment with garden, 2 bedrooms",50197143
"4482",9728530,"Exclusive guest room: Keizersgracht",8873574
"4483",9734427,"DOWBLE BEDROOM IN AMSTERDAM CENTER",5023313
"4484",9741194,"Cozy 2p top-floor apartment near the city centre!",31005048
"4485",9743324,"Canal House in Heart of Amsterdam",1470314
"4486",9744814,"Room in the best spot @ Herengracht",50273094
"4487",9744946,"Oud-West Amsterdam Apartment with Roof Terrace",21800150
"4488",9763557,"Private stay, close to everything!",17729271
"4489",9765446,"Spacious romantic city-apartment",11517076
"4490",9769837,"Amsterdam Houseboat ""The Island""",18905348
"4491",9772215,"Spacious apartment on the river",7498059
"4492",9772262,"Fab apt in trendy ""De Pijp""",10271599
"4493",9782140,"Typical Canal House with view",4861941
"4494",9783434,"Unique Artist Apartment in De Pijp",50431845
"4495",9784795,"Comfortable and Bright Sailing Ship",10233949
"4496",9786590,"Light & spacious apartment | Nearby Park & Centre",13656893
"4497",9788158,"Modern apartment in the centre",638101
"4498",9789343,"Bright, cosy, spacious apartment",14979374
"4499",9791627,"NEW:Central Apartment w/ parkview!",9817790
"4500",9791847,"Cozy Room close to the City Centre",37158057
"4501",9792353,"comfortable family house",21076420
"4502",9799012,"BAARSJES GARDEN HOUSE",50454268
"4503",9799175,"•Beautiful&Unique Dream APT CENTER",1464510
"4504",9799875,"•Unique Family Home + Roof Terrace•",1464510
"4505",9800263,"Cozy private double-bed bedroom",50501567
"4506",9801366,"Roof Terrace Apartment w/Great View",50505151
"4507",9802253,"nice home on ground & first floor",50508820
"4508",9802546,"Spacious appartment - near Jordaan & Westerpark",12321440
"4509",9808608,"Bright apartment in ""De Pijp""",39318486
"4510",9808726,"Our Watervilla with free parking",50532140
"4511",9811199,"Large 3-bedroom apartment, centrally located",7172088
"4512",9814792,"Nice apartment, quiet neighborhood",49193516
"4513",9815325,"Design Appartment Amsterdam",32573888
"4514",9816257,"Houseboat studio with canal view and bikes",517215
"4515",9816893,"Comfortable newly built apartment",12715280
"4516",9817391,"modern apartment in amsterdam",934348
"4517",9818537,"Nice&Lovely Apartment in Amsterdam",40135760
"4518",9818756,"Spacious apartment in Amsterdam Sou",6379184
"4519",9822447,"Comfortable apartment in citycentre",5652355
"4520",9823962,"Cosy apartment near city center",7703540
"4521",9827642,"Welcome to Amsterdam/30 min to centre/Free Wifi",50616550
"4522",9829578,"Dam Square Apartment 1",50626183
"4523",9833390,"Clean modern appartment near city",50228985
"4524",9834151,"Luxury family villa in city centre",47819385
"4525",9835777,"Lovely apartment near the centre!",25015962
"4526",9836621,"Great apartment in 'De Pijp' district",7503909
"4527",9837054,"Cosy quiet apartment in the centre",11849516
