"","id","name","host_id"
"9759",19801478,"lovely appartment inside the city ring",86837567
"9760",19801885,"Great apartment centrally located near Artis Zoo!",27326190
"9761",19803300,"Houseboat with modern interior in the city center",119750485
"9762",19804552,"Bright apartment in trendy Oud West",17382916
"9763",19804632,"Bright and spacious 90 m2 house in trendy area",6353024
"9764",19805790,"Beautiful modern apartment - Zuidas Amsterdam",80025196
"9765",19806203,"A perfect modern and authentic apartment",50837627
"9766",19806318,"Modern private apartment in De Pijp area 4 persons",65759392
"9767",19806742,"Spacious 2 Floor, Pijp area, near Heineken brewery",26067777
"9768",19806916,"Beautiful, Stylish & centric room in Jordaan Area",2495999
"9769",19807045,"Stay in your comfort zone :)",28218333
"9770",19814060,"Spacious (225 sqm) loft with patio in the Jordaan",7588831
"9771",19814410,"Cozy bedroom in the heart of Amsterdam",8877179
"9772",19816161,"quiet bedroom | garden | near center | breakfast",1247363
"9773",19816232,"Sunny canal apartment in center of Amsterdam",131918038
"9774",19818064,"Perfect big room in creative house!",140014723
"9775",19818774,"Room in a big and bright apartment.",20023094
"9776",19818979,"lovely apartment close to Central Station",140022268
"9777",19819835,"B/B AMSTERDAM CENTRAL STATION",140030797
"9778",19820314,"Artistic Loft with Garden in Amsterdam",6986079
"9779",19820495,"Cozy A'dam holiday home!",113977564
"9780",19823007,"Beautiful cozy apartment in Amsterdam Old West",140062753
"9781",19823319,"RAI business families children older people relax",16314938
"9782",19824839,"Sunny apartment near city center",124047650
"9783",19825717,"Spacious two floor appartment with terrace",80959062
"9784",19826381,"Cozy apartment with roof terrace in city center",4977396
"9785",19833778,"Bright & Cozy Apartment in the Pijp",16055351
"9786",19834600,"Bright & Spacious APT near City Center!",24651030
"9787",19834695,"Modern apartment with balcony in West | 2P",8589048
"9788",19835405,"Modern & cozy appt with Amsterdam canal view",913549
"9789",19835662,"Great  east-central apt. Nicely furnished.",100031459
"9790",19838684,"Cosy apartment at 10 min from citycenter",140228897
"9791",19841129,"Prinsengracht at Ann Frank - 2 Floors",76306702
"9792",19842083,"Lovely family home outside Amsterdam center",532034
"9793",19845574,"Perfect Pride Apartment in the Pijp",13067458
"9794",19845595,"Lovely apartment with garden, close to the centre",7601328
"9795",19845689,"A family home with a big terrace",22893198
"9796",19845883,"Colourfull house with garden next to Vondelparc",68209539
"9797",19845913,"Lovely CITY-CENTRE apartment",36070903
"9798",19847628,"Centre-Check in anytime -Close to train station",20768757
"9799",19849055,"Family home in Amsterdam north",82601448
"9800",19853067,"charming house for comfortable visit",140383583
"9801",19854248,"Stylish loft with terrace in center of Amsterdam",99559924
"9802",19854424,"2 bed topfloor apartment | Pijp, Center, Museum",52628715
"9803",19854760,"Vintage decorated one bedroom apartment in West",140398418
"9804",19854975,"LOFT PENTHOUSE with 20m² ROOFTOP in Amsterdam",26007342
"9805",19856393,"Modern apartment in De Pijp neighborhood",10997009
"9806",19856533,"Amsterdam Center, with 2 free bikes (@Vondelpark)",17141929
"9807",19859427,"Private single room",29724632
"9808",19859781,"Nice ground floor apartment near the RAI and pijp",140448672
"9809",19860973,"Apartment with beautiful terrace on the canal",12713989
"9810",19865809,"Very light apartment near park and Leidseplein",140518910
"9811",19866276,"Attractive, clean and bright apartment with garden",44413092
"9812",19868147,"Nice family home in Amsterdam North",4045919
"9813",19868291,"WHOLE APARTMENT POSSIBLE (text me)",22205373
"9814",19868494,"City Center Rooftop Apartment facing a windmill",24120182
"9815",19868508,"Spacious, bright apartment in city centre",67560213
"9816",19869067,"Luxurious, spacious place in Amsterdam, RAI!",14711194
"9817",19871657,"Balcony Barcelona Apartment",140574117
"9818",19872128,"Patio Garden Suite",140574117
"9819",19872575,"Style Room",140574117
"9820",19875455,"Relaxing Jordaan Studio",15472410
"9821",19880015,"Beautiful 200m2 townhouse located in the centre",140686222
"9822",19881995,"Modern spacious waterfront apartment",55207598
"9823",19882831,"¡BRIGHT! TOP FLOOR APT w/ TERRACE",279834
"9824",19882903,"Spacious newly build apartment in Amsterdam East",16914759
"9825",19884686,"The perfect place for a getaway",11655520
"9826",19884996,"! Luxurious apartment, extraordinary view, 100m2 !",140740928
"9827",19885110,"Light & unique apartment in  city center Amsterdam",4620679
"9828",19885129,"Home sweet home",14481124
"9829",19885220,"Spacious and cosy apartment next to Vondelpark",6442350
"9830",19885291,"Spacious Family House In Amsterdam City Centre",7329331
"9831",19885353,"Center/DePijp, Spacious 4P House/garden + terrace",34339611
"9832",19885870,"Family Mansion at square, 5 floors, very central!",14229277
"9833",19887201,"Not Available",30845816
"9834",19887425,"Spacious Modern Flat next to Amsterdam Arena",74758582
"9835",19887573,"Luxury apartment with terrace - Vondelpark",10176342
"9836",19888116,"Bright and beautiful apartment in a great location",19846477
"9837",19888128,"Monumental house in the old city centre",7924
"9838",19888143,"Cozy modern apartment in Amsterdam",58572588
"9839",19888153,"Bed & Breakfast Zunderdorp - Gypsy wagon XL",140775798
"9840",19888963,"Amazing studio at NDSM area, and near centre",16460136
"9841",19889327,"Great family home in a perfect location",11892112
"9842",19889634,"beautiful app (3 bedrooms) just outside center",48645378
"9843",19890254,"Spacious Private Room in Modern DePijp Apt",5369728
"9844",19890849,"Beautiful bright apartment, perfectly located.",56577265
"9845",19890927,"Sunny appartment with  terrace in Amsterdam",14051682
"9846",19897560,"Apartment with backyard in trendy neighbourhood",108275677
"9847",19904944,"Lovely houseboat in a quiet canal",34992358
"9848",19905942,"Lovely quiet apt. comfortbly close to city center",8138008
"9849",19906662,"Modern looking apartment in Amsterdam Westerpark",25084932
"9850",19907776,"Modern + cosy appartment <10 minutes from centre.",140738721
"9851",19908210,"Lovely modern apartment for a great stay.",124969059
"9852",19908895,"Lovely apartment  in popular area Amsterdam East",7827830
"9853",19909626,"Whole apt in Amsterdam near centre and Westerpark",12786702
"9854",19915547,"1 bedroom apartment",68291127
"9855",19917008,"Modern 2P apartment | the PIJP | Close2Centre&RAI",141079146
"9856",19917774,"Nice apartment in Zuidoost",95525878
"9857",19917886,"Fantastic hidden gem Amsterdam West",141088604
"9858",19918373,"NIET GB Light canal boat in calm area",68118997
"9859",19919844,"Spacious Luxury Apartment in Amsterdam",14874061
"9860",19920214,"Elegant apartment overlooking the Oosterpark",10365698
"9861",19921135,"Great comfortable apartment + free parking",89669016
"9862",19921711,"55m2 full of charm, flair&light incl 2 balconies!",141121520
"9863",19923688,"Sunny Apartment in Hip Amsterdam East",34762796
"9864",19923992,"New! east-central apartment with big garden",88890749
"9865",19936373,"Lovely Luxurious House With Roof Terrace!",141272694
"9866",19937891,"Stylish apt. at the famous Jordaan District | 2P",141284234
"9867",19938339,"Appartement aan Oosterpark",15158082
"9868",19938654,"Charming, cosy, central apartment",10344064
"9869",19939038,"Cosy house in heart of city center",141285899
"9870",19939321,"Lovely apartment in Amsterdam",25425638
"9871",19939329,"Great: 115m2 apartment with 69m2 garden in DePijp",8600544
"9872",19940074,"Sweet Studio near the centre of Amsterdam",42136465
"9873",19940438,"City apartment on ground floor with garden",141306911
"9874",19940821,"Amazing & bright 4P apt. | Park, museums, centre",141309623
"9875",19941136,"Hello travelers, a nice apartment in Amsterdam",99081777
"9876",19941156,"Light and spacious family home  & private parking",141312955
"9877",19941327,"Top house with garden in North",141313738
"9878",19942102,"Bright apt. nearby Vondelpark & Museum Square",141320647
"9879",19942146,"Trendy & design! Live like a local @ the Pijp/RAI",3122261
"9880",19943287,"Light design apartment",10905798
"9881",19943385,"Large and light family home with garden | 4p",141333701
"9882",19947094,"Spacious 2 bedroom apartment for up to 4 guests",19847102
"9883",19947562,"Very spacious and sunny apartment near Erasmuspark",141373449
"9884",19948942,"Friendly house with garden in Amsterdam",10131109
"9885",19949738,"Sunny spot in the heart of De Pijp",2978943
"9886",19955084,"Great apartment with balcony nearby centre & park",141459801
"9887",19955781,"Zandberg II - Cozy studio located at Herengracht!",117882825
"9888",19956203,"Magnificent city centre B&B",15369772
"9889",19956259,"Zandberg I - Fantastic studio with canal view!",117882825
"9890",19958808,"Private room in bright flat. 20 min to City center",6252012
"9891",19958831,"Lovely bright Amsterdam Apartment with garden!",139621449
"9892",19958866,"3 bedroom Luxury gardenhouse in Amsterdam",17950407
"9893",19959975,"Groundfloor apt with large garden close to RAI",141474058
"9894",19960152,"Large two bedroom/floor apartment",7594884
"9895",19960303,"Amazing Houseboat On Amstel River | nearby RAI",141503976
"9896",19960330,"*Spacious Design Home in Jordaan+Kingsize Bed*",9666906
"9897",19960973,"Comfortable and modern apartment with garden",38635458
"9898",19965050,"Mirrie's luxurious 3br apartment with roof terrace",2668372
"9899",19973782,"‘Arc de Triomphe’: House Boat in Amsterdam Center!",17231475
"9900",19975805,"Living boat on one of the beautiful canals",12343147
"9901",19977068,"Promised House + ROOF TERRACE!",65859990
"9902",19979501,"Canal view apartment/studio",28979467
"9903",19980693,"Decent Room In Apartment 15mins. From City Centre",70137500
"9904",19983345,"Appartment in centre Amsterdam",141714445
"9905",19987998,"Complete family house on a canal in Amsterdam Oost",24476547
"9906",19990882,"Beautiful loft apartment in golden age canal house",108989044
"9907",19991681,"Modern design one-bedroom apt! Great location!",45655021
"9908",19991890,"Beautiful house on the waterfront near city centre",141831915
"9909",19994542,"Nice room in a lovely home.",28983251
"9910",19994662,"GREAT Family Home: Garden · Parking · 20m → City",1000670
"9911",19996091,"Spacious apartment | light | balcony | West | 3P",16570501
"9912",19996451,"Harmony's Room",62287377
"9913",20001770,"Shared apartment for business travellers",10344430
"9914",20004188,"Lovely apartment in quiet neighbourhood.",13014846
"9915",20004322,"Quiet Modern Apartment in Jordaan Center",57981999
"9916",20006286,"Beautiful apartment with garden in popular area!",27084963
"9917",20011683,"Amsterdam, Amstel river.. private apartment",95651929
"9918",20011859,"Lovely apartment: trendy Amsterdam East",71916183
"9919",20020754,"Beautiful light apartment in Amsterdam",142165066
"9920",20021741,"Cosy private room 5 min. from Amsterdam Central.",44164916
"9921",20023036,"Spacious apartment nearby centre | Indische Buurt",76158577
"9922",20024548,"Luxury loft in central Canal & Museum district",142198936
"9923",20024668,"Lovely apartment (2 pers) in Amsterdam East!",54648580
"9924",20025617,"Super Studio in Hip and Happening East Amsterdam",14874061
"9925",20025983,"Charming maisonette with garden in Amsterdam East",21495164
"9926",20026016,"Family home in hip Amsterdam north",8218422
"9927",20026132,"Luxury Apartment in Trendy Oud-West Amsterdam",95859629
"9928",20026350,"Private room and private bathroom (free parking)",13428560
"9929",20026786,"Spacious 4P apartment in upcoming area | North",53551765
"9930",20028447,"Bright apartment at the Erasmuscanal in Amsterdam",142236256
"9931",20029085,"Modern loft with sunny balcony",142241746
"9932",20030484,"Volharding Amsterdam",44826218
"9933",20030617,"Great sunny family house in Amsterdam Noord",13189460
"9934",20030990,"Relaxed Rivierenbuurt Retreat",104539039
"9935",20031364,"Modern house with garden near center",1971112
"9936",20032424,"Fully furnished appartement in Amsterdam",32657970
"9937",20033275,"Top floor with roof terrace in Amsterdam Oost",24476547
"9938",20039033,"Big houseboat nearby central station",42884302
"9939",20039221,"Sunny Amsterdam Apartment",142344764
"9940",20040975,"Spacious new 2BR apartment -with terrace!- in West",5813378
"9941",20041276,"Bright, spacious family house + garage + garden",142358701
"9942",20041284,"Nice double room apartment in Amsterdam West",80701121
"9943",20041503,"Luxe jordaan appartement",21669174
"9944",20042159,"Small room near the center",57725767
"9945",20042236,"ROOM CLOSE TO THE CENTER OF AMSTERDAM.",142370481
"9946",20042421,"Quiet apartment, greatly situated  & well equipped",36110900
"9947",20042556,"Cozy 2 bedroom appartment just outside city centre",137787006
"9948",20044033,"Great view apartment in hip North + free parking",142387277
"9949",20044380,"Modern luxueus 2 level apartment near center",142380480
"9950",20045483,"Apartment in Amsterdam East- families only",4880721
"9951",20046800,"Fantastic family house with garden close to center",142413384
"9952",20046915,"Spacious Design Loft @the Canal",4986465
"9953",20049400,"Modern Cozy Studio with canal view",4127930
"9954",20051742,"My wooden cozy home (5 min. from central station)",142457576
"9955",20053026,"Cozy contemporary apartment in A'dam Nieuw-West",90289441
"9956",20053144,"heerlijk huisje midden in de jordaan",5938958
"9957",20053407,"Great apartment to discover Amsterdam!",57304601
"9958",20059970,"Lovely spacious appartement with canal view",80838757
"9959",20060687,"Cozy apartment in de Pijp with 1 bedroom",37214785
"9960",20062951,"Stylish cosy apartment in heart of city center",142575130
"9961",20063092,"Cute studio on a fantastic place",21811962
"9962",20063640,"A'dam East, nice apartment & lively neighborhood",72140448
"9963",20063721,"Amazing Spacious Canal Apartment in Centre | 2BD",21997322
"9964",20064341,"Cosy apartment with beautiful view!",43791027
"9965",20067769,"Bright studio. Museums, famous market& bars nearby",20274696
"9966",20067852,"Private app. with lovely garden close to centre",76562492
"9967",20070771,"Perfect Christmas holiday: 24 or 25 until 27",142654331
"9968",20071782,"Robin's RoofTop",45875373
"9969",20071835,"Lovely spacious apartment in Amsterdam - city view",22607561
"9970",20074120,"Luxury apartment with roof terrace on canal",142693409
"9971",20074621,"Lovely modern apartment in Amsterdam West",28512892
"9972",20079521,"Spacious apartment in upcoming North | 2BD",142745452
"9973",20080986,"Modern & bright apartment close to the city centre",47904429
"9974",20081135,"Whole appartment with citybike and a sunny garden",17994945
"9975",20081461,"Big Beautiful Bright place with vintage clasics",142165066
"9976",20082113,"nice room",57989665
"9977",20083196,"Lovely apartment & garden in Amsterdam East",142775360
"9978",20087983,"City Centre loft #5",62883875
"9979",20088178,"Amsterdam Centre, ground floor with backyard!",142832402
"9980",20088956,"Nice apartment in a good neighborhood!",87345151
"9981",20090861,"Beautiful home with garden 20 min away from centre",4793646
"9982",20092904,"Romantic Quiet and Safe Area, Full Service 3rd fl",142864642
"9983",20097207,"Large Family House near City Center",64379836
"9984",20098732,"Amazing City Centre apartment next to the Jordaan",56246096
"9985",20101951,"Davids B&B - Cannabis Friendly in top location",12349019
"9986",20103885,"Centrally located apartment next to Vondelpark",11326135
"9987",20105332,"Big family house with flowergarden, free parking",4876295
"9988",20113545,"Canal Dream Apartment",141658613
"9989",20115291,"NICE PRIVATE ROOM FOR 1 PERSON IN CENTRE/WEST",39994232
"9990",20115380,"Lovely bright apt in hip & lively Amsterdam East",6908128
"9991",20115400,"Charming flat @ Prinsengracht Canal with garden",17353510
"9992",20115491,"Comfortable Amsterdam apartment in trendy area!",19722616
"9993",20118492,"Light and spacious apartment next to city center",143000016
"9994",20120542,"Relax & Enjoy apartment in bustling Amsterdam West",8984963
"9995",20120788,"Family home in the East, 7 min bike ride to center",2126773
"9996",20123377,"Home in the city",58027595
"9997",20127193,"Stylish boho apartment in Amsterdam South",764888
"9998",20132816,"Lovely apartment near city center with parkview!",20680458
"9999",20133930,"Spacious and bright apartment in Amsterdam Oost",258562
"10000",20135195,"Light apartment in Amsterdam near city centre",17068750
"10001",20142058,"Light Apartment in Amsterdam 'Oost'",24045657
"10002",20143270,"Nice apartment Amsterdam North (free parking)",22005689
"10003",20144156,"Westerpark",136145823
"10004",20144504,"Lovely Jordaan City apartment",15513315
"10005",20144673,"★Spacious Private Apartment:Center Amsterdam- 70m2",9766872
"10006",20146392,"A&A @ Huygens",143295011
"10007",20149091,"luxury apartment in trendy Amsterdam Oud-West",17302575
"10008",20149767,"Cosy small apartment in Amsterdam West",4868631
"10009",20152694,"Large 4p apartment in quiet part of city centre",130154926
"10010",20158135,"Cozy De Pijp Studio! 10 Mins to City & Heineken",99354204
"10011",20158865,"Private room in creative area Amsterdam",20320851
"10012",20160821,"Chic Studio in the Heart of the City! Nr 9 Streets",116193141
"10013",20162645,"Traditional Amsterdam style house w lovely garden",16329548
"10014",20162728,"Beautiful family house (100m2) with garden.",5410850
"10015",20164112,"Beautiful 95m2 Canal House w/ garden @Jordaan",26851834
"10016",20165622,"Beautiful apartment near city centre of Amsterdam",68276134
"10017",20166005,"Amazing cozy apartment nearby Leidse Sqaure | 4P",143504957
"10018",20167317,"Studio apartment Amsterdam city centre",143529569
"10019",20167721,"Cozy and privat room in Amsterdam",64608953
"10020",20169270,"MODERN, spacious apartment with water views",3573624
"10021",20169982,"Unique spacious penthouse + roof terrace and cat",13672563
"10022",20170149,"Lovely light apartment in de Pijp",67182586
"10023",20170433,"Lovely & cozy apartment, totally renovated!",73188263
"10024",20172286,"Christmas bolt hole - cute family friendly flat",5908751
"10025",20173159,"Private apartment close to central station!",23129747
"10026",20178478,"Romantic little studio with canal view in centre.",17246472
"10027",20178553,"Spacious Apartment near Vondelpark (4-8 people)",14130938
"10028",20179100,"Nice appartment near the famous Albert Cuyp Market",24490536
"10029",20184375,"Private room near 'De PijP', RAI and Center",60332438
"10030",20186480,"Lovely studio with terrace in fancy neighborhood",143724137
"10031",20186913,"Stylish & Bright with Canal view @Jordaan area!",21800150
"10032",20187308,"Cosy apartment in Amsterdam South nearby ""De Pijp""",8908767
"10033",20188400,"Lovely, cosy apartment, Amsterdam",86698167
"10034",20189491,"Cosy apartment with canal view",77228925
"10035",20189971,"Great appartment near Vondelpark!",143758008
"10036",20190724,"★★DAM CENTRAL★★ bedroom with private WC + Balcony",143765604
"10037",20190961,"Unique Peaceful Houseboat next to the city centre",17458008
"10038",20192872,"Comfy room 10 min walk to city center Amsterdam",12251832
"10039",20197910,"The White Room (a private apartment in the center)",1557835
"10040",20199585,"Beautiful 2 bedroom loft",40703751
"10041",20203218,"Private room in Eastern Docklands, Amsterdam",24219924
"10042",20203756,"Amsterdam forest studio
a green haven in the city",4379827
"10043",20204560,"Nice place in the city centre",143850637
"10044",20205836,"Luxury in city centre + ROOF TERRACE",65859990
"10045",20206381,"Trendy Westerpark Apartment with Balcony!",8387143
"10046",20206717,"Luxurious CITY-CENTRE apartment",65859990
"10047",20209731,"COSY ONE BEDROOM APT in the PIJP...",50605149
"10048",20211135,"Modern styled apartment in the City-Centre,",121494034
"10049",20211169,"Light, cozy apartment with garden in Amsterdam",15437408
"10050",20211544,"Design apartment in old garage,close to Vondelpark",63828575
"10051",20219014,"Typical Amsterdam apartment 2/3 beds",18366516
"10052",20219528,"Calm and private apartment in Amsterdam South",45192246
"10053",20220086,"Spacious and Modern Family House with Garden",91881603
"10054",20220404,"Lovely & cozy 2P apartment at perfect spot!",144056384
"10055",20220972,"Perfect Located Canal View Private Apartment in City Centre",15801937
"10056",20221286,"Famous 9-STREETS apartment in heart of Amsterdam",144062575
"10057",20221601,"LOVELY apartment in DE PIJP AMSTERDAM with garden",144065746
"10058",20223012,"PRIVATE STUDIO AMSTERDAM / ALBERT CUYP MARKET",26223047
"10059",20223369,"Ground Floor Apartment + Garden in East Amsterdam",14874061
"10060",20223504,"Light apartment in Amsterdam West",13227239
"10061",20224062,"Geweldige studio in Oud-Zuid",9876042
"10062",20225181,"2 Bedroom Apartment Near Vondelpark",4046204
"10063",20225522,"Cosy and nice apartment in ''De Pijp''",144105550
"10064",20226379,"Beautiful apartment with balcony and canal view",17188839
"10065",20226646,"Tropical Apartment in Central Canal House",43755170
"10066",20229357,"Canal apartment in city centre",5278538
"10067",20229961,"Charming Apartment with view to the Vondelpark",14964306
"10068",20238854,"Cosy family house in Amsterdam North near 'het IJ'",143312497
"10069",20239964,"Last change to get a apartment for the IBC 2017!",144224785
"10070",20244907,"Private Studio Appartment in historic City Centre",11620583
"10071",20247071,"Spacious and Charming Apartment in Old West",21800150
"10072",20247164,"Cozy private room in Amsterdam",9062028
"10073",20259345,"Private Stairway to heaven",21845977
"10074",20259495,"Spacious and light room available, breakfast incl.",39262568
"10075",20260414,"Great apartment in the coolest part of town!",13148668
"10076",20262095,"Spacious apartment near city centre",40175778
"10077",20264148,"Cozy spacious room - great location ! !",89585291
"10078",20265465,"Appartement Amsterdam near Westerpark & Jordaan",6823091
"10079",20266729,"Beautiful duplex apt 15 min from Amsterdam central",47022587
"10080",20266938,"Modern apartment with garden",17436023
"10081",20267200,"Private 60m2 apartment in trendy Amsterdam East",29696943
"10082",20270735,"Taste of Dutch housing center",32396985
"10083",20273297,"The Total Amsterdam Package",9013590
"10084",20274514,"Its great its true its awesome !!",8509995
"10085",20274773,"A quiet neighborhood close to Amstel Station",35176586
"10086",20275865,"New luxury apartment in heart of the city",39776574
"10087",20276136,"Beautiful studio nearby citycenter",17719537
"10088",20276804,"Cosy apartment in the city centre of Amsterdam",106528305
"10089",20279173,"Cozy house in a quiet street in a lively district",2923168
"10090",20279706,"Central apartment with balcony in green&quiet area",28269521
"10091",20280932,"Canal House Amsterdam - Ijburg",77321086
"10092",20281027,"Great 2 floor apt + rooftop next to city centre",19892142
"10093",20281364,"Spacious and bright apartment in Amsterdam",71772306
"10094",20283047,"Amsterdam spacious 3 story apartment",22323012
"10095",20288406,"Cosy apartment with garden next to Amstel River",34662895
"10096",20289923,"Bright and airy studio in BoLo",67920639
"10097",20292886,"Lovely apartment with balcony in Amsterdam",4330819
"10098",20294801,"CANAL VIEW apartment, 10 minutes from the Jordaan",11155749
"10099",20296948,"Lovely Apartment in Amsterdam (with balcony)",144788976
"10100",20299013,"Appartment in city center",10052123
"10101",20302603,"Beautifull apartment next to the Westerpark",21195049
"10102",20303534,"Vondelpark Amsterdam-South",54829820
"10103",20303687,"Lovely spacious appartement (Amstel, close centre)",99691039
"10104",20304601,"Houseboat close to city center",3370045
"10105",20305007,"Cozy room 20 min from center",26127307
"10106",20308540,"Luxury Loft (2 Entire Floors) Downtown Amsterdam",6693138
"10107",20313768,"Charming luxury apartment Oud-West",7719332
"10108",20316476,"Amsterdam city center, top floor w great terrace",8683003
"10109",20317497,"Cosy apartment in popular West area",144939180
"10110",20317507,"Family Home w/ garden near Jordaan and City Centre",8806766
"10111",20320044,"Appartement in Amsterdam",5783408
"10112",20321006,"Nice House Near City Center",130206505
"10113",20321058,"Authentic apartment next to city center",144976955
"10114",20321064,"Luxurious  Apartment in Center of A'dam",14874061
"10115",20321345,"Light and cosy apartment in Amsterdam West",144981727
"10116",20323305,"Beautiful apartment in the city center: Jordaan!",144996959
"10117",20324741,"Beautiful and comfortable apartment in Amsterdam.",61151593
"10118",20324981,"Room in arty Amsterdam north!",134420287
"10119",20325871,"Peaceful house in a fantastic area",19522351
"10120",20326716,"Modern budget apartment close to city center",43322873
"10121",20346159,"Spacious Family House w/ WiFi near Vondelpark",142174829
"10122",20347628,"Spacious, central family apartment",15752933
"10123",20348379,"2 bed & 2 bathroom apartment with big terrace",145132012
"10124",20349480,"Cozy spacious apartment",3308880
"10125",20350688,"Cosy apartment in Amsterdam BoLo",18584990
"10126",20351701,"2 Bedroom Private HOUSEBOAT | CITY CENTER",67873136
"10127",20351710,"Top View Apartment in West",145159887
"10128",20357045,"Very light canal view apartment in Amsterdam West",10699180
"10129",20357273,"Cosy Apartment in the City Center",60380681
"10130",20368894,"Beautiful 4 bedroom apt with water&park view 110m2",145286391
"10131",20369617,"House with garden in Amsterdam",145291388
"10132",20372047,"Spacious Apartment with Park View",145299818
"10133",20373725,"Comfortable 2P apt. next to the Jordaan",145303638
"10134",20382005,"Spacious south central apt. with garden nextto Rai",145347276
"10135",20385230,"Cozy Studio @ Dam Square",16294860
"10136",20389972,"Cozy Room in Newly Renovated House in City Centre",8849348
"10137",20396714,"Canal house with a view",7348383
"10138",20398924,"Great apartment close to city centre",145458489
"10139",20400476,"Stay at Lisa's Apartment",145470813
"10140",20402219,"Skyrocketing apt in CITY-CENTRE",65859990
"10141",20404380,"Modern luxurious home 100m2 with garden",23038355
"10142",20405959,"Renovated, Cozy Room in City Centre",8849348
"10143",20415088,"lovely APT close to Vondelpark",132976622
"10144",20415337,"Beautiful modern apartment in Amsterdam Oud-West",114378201
"10145",20416009,"Room - Modern Apt - Amsterdam South",145612529
"10146",20418135,"abundant two bedroom appartment in Amsterdam",17229602
"10147",20422214,"Beautiful apt. between Westerpark and the Jordaan",36473866
"10148",20422600,"Beautiful spacious cosy room",20062437
"10149",20422701,"Comfortable apartment with canal view.",145685496
"10150",20430895,"Spacious apartment at the beautiful KNSM-island!",21169346
"10151",20430973,"Spacious apartment close to centre and Vondelpark",17359905
"10152",20431426,"Unique and historic 17th century corner house",49027551
"10153",20431805,"Relaxed Amsterdam - Family Home 4 bedrooms&parking",633889
"10154",20431927,"Cosy and welcoming appartment in Amsterdam west",129077137
"10155",20432413,"Sunnylight loft in the Gorgeous Pijp!",21547951
"10156",20432423,"City house with south-facing terrace & water view",145789202
"10157",20433445,"2 Floor Apartment, Amsterdam city center",56804246
"10158",20433472,"-Patrick's Place- Charming room in City Center",6507475
"10159",20435919,"Quiet room 25min to City Centre",35449447
"10160",20436899,"Spacious family appartment",145838324
"10161",20437201,"Authentic Amsterdam Home nr Vondelpark",37595624
"10162",20443696,"Spacious 2P apt. in beautiful West of Amsterdam",145909847
"10163",20443815,"Cozy Private Apartment in Amsterdam South",79188093
"10164",20445272,"Stylish apartment with sunny terrace",145924062
"10165",20446323,"Bright 2P apt. in quiet area next to the PIJP!",12028472
"10166",20448472,"Cosy studio in Amsterdam near center",93862555
"10167",20449293,"Stylish & Spacious @Hip area + Rooftop terrace!",48510471
"10168",20450623,"Stylish apartment in the heart of the Pijp",12704518
"10169",20451620,"House on the water. Oasis in the bustling town.",3706220
"10170",20452688,"Artsy apt 70m2, close to Airport, Center, RAI",105233335
"10171",20454398,"Amsterdam Eastern Dock area",5495401
"10172",20454917,"Bedroom in Sunny Apartment in Amsterdam-West",7994367
"10173",20455357,"Luxury, Sunny & Bright Room in Jordan City Centre",34785772
"10174",20456509,"Cozy 15m2 studio/room near city center",68824742
"10175",20462771,"Cosy Apartment, West Amsterdam, near Kinkerstraat",81074489
"10176",20464608,"Huge and authentic canal house in the centre",87077244
"10177",20464617,"Great 2 bedroom apartment in Amsterdam East!",146105046
"10178",20465459,"Amsterdam Farm Lodge: cosy holiday home",135487531
"10179",20465711,"Roof Terrace; A'dam top floor apt!",113977564
"10180",20469774,"Beautiful place with a lovely view over the park",37170584
"10181",20470078,"Luxury Canal Apartment",146156656
"10182",20473516,"Quiet place in Amsterdam East",52311550
"10183",20474404,"Lovely apartment in the heart of trendy De Pijp",1932863
"10184",20476337,"Entire Apartment in Hip Amsterdam West",146176461
"10185",20477530,"Luxury apt Hallen-quarter & Vondelpark w/ jacuzzi",58499942
"10186",20479021,"Beautiful apartment in the JORDAAN",9847867
"10187",20486092,"Large family house close to city center!",146252239
"10188",20488503,"Nice apartment 15 minutes from Amsterdam center",127320206
"10189",20488780,"Center 9 straatjes apartment",7594884
"10190",20488828,"Cosy canal view apartment in Old West Amsterdam",3884947
"10191",20490167,"Romantic room in houseboat and private sauna",146280631
"10192",20491065,"Private Room",82833112
"10193",20492857,"Bright urban style  4 person apartment city center",144066255
"10194",20493231,"Beautiful apartment; canal view+kids proof+terrace",42849661
"10195",20498694,"Excellent Location",50753509
"10196",20499230,"Luxurious & spacious apartment in Amsterdam North",7471863
"10197",20509678,"Luxury apartment",49006332
"10198",20510629,"Renovated stylish 60m2 apt in popular West area!",145925065
"10199",20512929,"Comfy apt 10 min from city center with garden",18030964
"10200",20514920,"Authentic apartment next to city center",36723756
"10201",20515186,"Lovely apartment near Amsterdam Centre",64338971
"10202",20515453,"Pretty apartment in Amsterdam Noord NDSM YARD",55097974
"10203",20516768,"Cosy single room with a view",146477767
"10204",20526941,"Spacious and comfy apartment in Amsterdam",35837809
"10205",20528092,"grazioso monolocale nel cuore di Amsterdam",146507596
"10206",20529893,"Cosy and newly renovated apartment close to WTC",8642237
"10207",20530198,"Luxury design apt in hip area Amsterdam Old-South",13550983
"10208",20533744,"3-floor DePijp apartment (with sunny rooftop)",39657246
"10209",20546950,"Cosy Room in Amazing Apartment in City Centre",34785772
"10210",20548504,"Light and peaceful appartment space",40469250
"10211",20548857,"Lovely apartment in the centre of Amsterdam",12021035
"10212",20549160,"Amsterdam Farm Lodge: group accommodation",135487531
