id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,MagicRating
13827971,Stylish appartment in Amsterdam with balcony,16382972,Thomas,NA,Bos en Lommer,52.38243,4.85688,Entire home/apt,95,4,41,2020-02-23,0.77,1,0,Low
13828181,Spacious place close to center!,18675910,Marije,NA,Centrum-Oost,52.37016,4.92286,Entire home/apt,110,2,1,2016-09-13,0.02,1,0,Low
13832723,Cozy room close to the city centre,81582967,Andrei,NA,De Baarsjes - Oud-West,52.36628,4.86351,Private room,50,1,1,2016-07-08,0.02,1,0,Low
13834416,Large house - 4 bedrooms and garden in Amsterdam,81494280,Marije,NA,Slotervaart,52.36164,4.82518,Entire home/apt,150,2,9,2017-08-07,0.17,1,0,High
13835848,New and romantic house near Vondelpark and center,81044170,Else,NA,Zuid,52.35095,4.85946,Entire home/apt,200,2,0,NA,NA,1,0,High
13836709,Moderne and Arty Space in Amsterdam North,21866990,Berith,NA,Noord-West,52.40644,4.91559,Private room,45,3,112,2020-03-09,2.2,1,61,Low
13837122,Beautiful Apartment Amsterdam Rivierenbuurt/Centre,81629896,Laura,NA,De Pijp - Rivierenbuurt,52.34475,4.90635,Entire home/apt,62,5,2,2016-11-13,0.04,1,0,Low
13837590,Charming apartment in city centre,35391123,Bas,NA,De Pijp - Rivierenbuurt,52.35561,4.88955,Entire home/apt,129,2,11,2019-10-01,0.21,1,0,High
13838077,Spacious appartment in the city centre!,6588515,Juul,NA,Centrum-West,52.37466,4.88144,Entire home/apt,175,3,25,2019-09-15,0.47,1,0,High
13841525,Very spacious house with lovely garden,13288851,Monique,NA,Oud-Oost,52.35665,4.92121,Entire home/apt,180,5,19,2020-01-05,0.36,1,0,High
13842188,"Vintage Amsterdam home, authentic location",81687571,Stijn,NA,Centrum-West,52.3831,4.88174,Entire home/apt,110,2,3,2016-08-27,0.06,1,0,Low
13843096,"Nice apartment, great location-500m to Museumplein",4458062,Luke,NA,De Pijp - Rivierenbuurt,52.3542,4.89008,Entire home/apt,104,3,17,2019-02-05,0.32,1,0,Low
13843756,Unique central townhouse in garden,81698546,Remco,NA,Centrum-Oost,52.36525,4.92053,Entire home/apt,80,2,28,2017-04-18,0.52,1,0,Low
13843988,Lovely apartment in Westerpark area!,16815501,Irene,NA,Westerpark,52.38001,4.86875,Entire home/apt,70,2,4,2016-08-14,0.07,1,0,Low
13845367,Light and spacious waterfront apartment,7499662,Olya,NA,De Baarsjes - Oud-West,52.37268,4.86503,Entire home/apt,200,7,15,2019-03-10,0.28,1,0,High
13851468,Super cozy apartment next to Westerpark,7245730,Arthur,NA,Westerpark,52.3915,4.87387,Entire home/apt,99,4,28,2020-08-27,0.52,1,360,Low
13852643,Private loft in the Jordaan area,67729845,Willem,NA,Centrum-West,52.38273,4.88786,Private room,125,2,130,2020-01-06,2.41,2,0,Low
13853337,"Lovely, sunny city centre apartment",81648859,Valerie,NA,De Baarsjes - Oud-West,52.36622,4.86612,Entire home/apt,110,1,36,2020-11-14,0.67,1,0,Low
13854126,Charming apartment 4 persons Amsterdam/Westerpark,25982521,Camille,NA,Westerpark,52.38212,4.87416,Entire home/apt,220,2,52,2020-08-18,0.97,1,364,High
13854467,"Stylish 4 floor villa, own entrance",70184459,Yvette,NA,Zuid,52.34946,4.86922,Entire home/apt,500,2,19,2019-10-21,0.36,1,0,High
13855236,Flower House for Yoga and Meditation,21495089,Nienke,NA,Centrum-Oost,52.36468,4.92018,Private room,150,2,17,2018-10-24,0.38,1,363,High
13855744,Apartment in the most beautiful street of the city,16801543,Maarten,NA,Centrum-Oost,52.36722,4.91204,Entire home/apt,210,6,3,2019-04-26,0.07,1,0,High
13855777,Spacious 2Bedroom Apartment with balcony@Adam-East,17670902,Laura,NA,Oud-Oost,52.35451,4.92313,Entire home/apt,199,3,13,2019-10-06,0.3,1,0,High
13856551,Cozy 1 person  bedroom with shared facilities,4451038,B&B Holland,NA,De Baarsjes - Oud-West,52.37226,4.86045,Private room,50,14,0,NA,NA,1,0,Low
13859520,Charming family house with a nice garden,37109073,Nille,NA,Noord-West,52.4122,4.90885,Entire home/apt,149,3,1,2016-07-12,0.02,1,0,High
13861522,130m2 modern appartment with rooftop,81912555,Sam,NA,De Pijp - Rivierenbuurt,52.35363,4.90126,Entire home/apt,145,2,19,2017-08-11,0.35,1,0,High
13861881,Light 3rd floor apartment in vibrant East,81915181,Joost,NA,Oostelijk Havengebied - Indische Buurt,52.35997,4.94121,Entire home/apt,95,2,12,2017-10-09,0.22,1,0,Low
13862698,Lovely warm apartment,9344303,Abel,NA,Oud-Oost,52.36335,4.92537,Entire home/apt,120,4,12,2017-05-12,0.22,1,0,Low
13862906,Lofty comfortable place in Oud-West,1500608,Stef,NA,De Baarsjes - Oud-West,52.36021,4.8581,Entire home/apt,130,2,42,2019-11-26,0.79,1,0,High
13863631,Beautiful private appartement in Amsterdam west,6477357,Sharron,NA,Bos en Lommer,52.37617,4.84903,Entire home/apt,75,3,36,2019-12-30,0.75,1,0,Low
13865240,Great studio in heart de pijp,46105269,Christina,NA,De Pijp - Rivierenbuurt,52.34784,4.89349,Private room,69,1,59,2020-10-12,1.1,1,358,Low
13869447,light and cozy apartment in the famous 'Pijp' area,2714010,Niosha,NA,De Pijp - Rivierenbuurt,52.35031,4.90548,Entire home/apt,100,1,30,2018-08-28,0.58,1,0,Low
13869626,Cosy Studio next to Westerpark,14838413,Valentina,NA,Westerpark,52.3892,4.87773,Entire home/apt,65,7,2,2016-08-14,0.04,1,0,Low
13871129,Spacious dykehouse in the most beautiful area,7829004,Martijn,NA,Oud-Noord,52.39092,4.92672,Entire home/apt,175,5,0,NA,NA,1,0,High
13871779,Cozy&romantic garden apartment close to Vondelpark,82038276,Eveline,NA,Buitenveldert - Zuidas,52.34225,4.86079,Entire home/apt,166,2,14,2019-09-14,0.26,1,0,High
13874389,Cozy room with convenient public transportation,66026889,Lu,NA,Gaasperdam - Driemond,52.29771,4.9944,Private room,75,1,2,2016-11-13,0.04,2,0,Low
13875260,Beautiful room in the city center with canal view,82079558,Emmy,NA,Centrum-Oost,52.36514,4.90894,Shared room,70,1,3,2016-07-19,0.06,1,0,Low
13876873,Lovely place in Amsterdam Oud-West,3637535,Leonie,NA,Bos en Lommer,52.37333,4.85197,Entire home/apt,110,2,35,2019-07-01,0.65,1,0,Low
13877070,Comfortable room near Centre & Vondelpark,82100580,Niek,NA,De Baarsjes - Oud-West,52.36075,4.86382,Private room,80,2,2,2016-08-16,0.04,1,0,Low
13878012,Eternal Youth Lane - Modern Family Home,5800745,Vincent,NA,Noord-Oost,52.40689,4.93299,Entire home/apt,105,5,1,2016-08-06,0.02,2,0,Low
13882569,"Spacious apartment in lively, hip Amsterdam East!",7562836,Cindy,NA,Oostelijk Havengebied - Indische Buurt,52.36261,4.93636,Entire home/apt,75,1,24,2020-10-10,0.46,1,0,Low
13886811,Spacious appartment with rooftop terrace,7852566,Elisabeth,NA,De Pijp - Rivierenbuurt,52.34218,4.91033,Entire home/apt,120,3,0,NA,NA,1,0,Low
13886949,Charming apartment in Amsterdam's canal house!,13538315,Ingmar,NA,Watergraafsmeer,52.35455,4.92659,Entire home/apt,194,4,9,2019-05-05,0.17,1,0,High
13887975,Gezellige kamer in Nieuw Sloten. Centrum dichtbij,38886740,Ursula,NA,De Aker - Nieuw Sloten,52.34686,4.81103,Private room,65,1,7,2017-08-30,0.13,1,0,Low
13888899,Best Double Room Downtown,82249577,Tonino,NA,Centrum-West,52.37514,4.89388,Private room,71,1,83,2020-10-02,1.57,2,39,Low
13889292,Lovely family house private parking,80415638,Niek,NA,Noord-Oost,52.38698,4.95976,Entire home/apt,159,4,12,2020-08-14,0.23,1,0,High
13891312,Elegant Loft | Museum Area | Balcony,82273927,Kim,NA,De Pijp - Rivierenbuurt,52.35616,4.88817,Entire home/apt,270,10,15,2019-09-28,0.28,1,0,High
13891719,Beautiful bright spacious city center apartment!,8226940,Alexandra,NA,Centrum-Oost,52.36454,4.91028,Entire home/apt,165,2,46,2020-02-09,0.86,1,36,High
13892877,cosy apartment in the heart of de pijp,27021951,Qian,NA,De Pijp - Rivierenbuurt,52.35329,4.89913,Entire home/apt,100,365,37,2020-02-02,0.7,1,0,Low
13893123,"Light citystudio with balcony, upcoming hood",9065634,Ruby,NA,Watergraafsmeer,52.35474,4.92706,Entire home/apt,90,4,5,2017-05-14,0.09,1,0,Low
13895577,fijne caravan met douche en toilet.,82246387,Oma,NA,IJburg - Zeeburgereiland,52.36946,4.96217,Private room,80,1,127,2020-07-25,2.37,3,256,Low
13895761,Family Appartment with large garden,5861464,Barbara,NA,De Pijp - Rivierenbuurt,52.34627,4.90022,Entire home/apt,247,4,16,2019-08-19,0.3,1,0,High
13896058,Light & cosy family apartment in hip city area,21800150,NA,NA,Oostelijk Havengebied - Indische Buurt,52.3644,4.94416,Entire home/apt,150,3,10,2018-08-07,0.19,52,0,High
13896145,"Comfortable three story house, city center/Jordaan",82329822,Philip,NA,Centrum-West,52.37766,4.88377,Entire home/apt,215,1,50,2018-09-30,0.97,1,13,High
13896338,"Fijne caravan met douche en toilet,",82246387,Oma,NA,IJburg - Zeeburgereiland,52.36787,4.96093,Private room,80,1,106,2019-10-28,2,3,0,Low
13896586,Perfectly located apartment with sunny balcony,82333644,Marlies,NA,Oud-Oost,52.35553,4.91711,Entire home/apt,80,2,0,NA,NA,1,0,Low
13896803,Friendly hide-out in Amsterdam,47759367,Marine,NA,Oostelijk Havengebied - Indische Buurt,52.36449,4.93685,Private room,85,4,13,2019-12-14,0.24,1,0,Low
13897477,NA,22715299,Sjoerd,NA,De Baarsjes - Oud-West,52.36245,4.86268,Private room,80,1,0,NA,NA,1,0,Low
13897722,Stylish & Bright apartment in Amsterdam WEST,41947604,Marissa,NA,Bos en Lommer,52.38574,4.85142,Entire home/apt,95,4,38,2019-03-26,0.71,1,0,Low
13898573,Charming appartment for families!,82360572,Carmit,NA,Buitenveldert - Zuidas,52.32419,4.8832,Entire home/apt,130,5,3,2018-04-07,0.06,1,0,High
13899162,185m2 riverside home + big terrace in center A'dam,73079117,Jeannette,NA,Centrum-Oost,52.36228,4.90398,Entire home/apt,464,3,5,2018-08-14,0.09,1,0,High
13902761,Superb Amsterdam West apartment with rear garden,82421042,Bernard,NA,Westerpark,52.37549,4.87535,Entire home/apt,200,2,2,2016-10-02,0.04,1,0,High
13903204,"Rustig, ruim en comfortabel",82426168,Arjan,NA,Geuzenveld - Slotermeer,52.37408,4.82224,Entire home/apt,65,2,0,NA,NA,1,0,Low
13904818,Bright 2 bedroom apartment,14432636,Fabio,NA,Slotervaart,52.35641,4.8277,Entire home/apt,100,4,9,2016-10-30,0.17,1,0,Low
13904929,Luxury apartment near historic Amsterdam centre,25189228,Joris,NA,De Baarsjes - Oud-West,52.36956,4.85455,Entire home/apt,215,5,15,2019-09-14,0.28,1,364,High
13905292,Cozy room for single or a couple,19354668,Agata,NA,De Baarsjes - Oud-West,52.36642,4.8527,Private room,60,2,15,2019-01-02,0.28,1,0,Low
13906273,Sunny Apartment - East of Amsterdam,40858735,Oscar,NA,Oostelijk Havengebied - Indische Buurt,52.36941,4.94178,Entire home/apt,77,3,42,2019-11-22,0.79,1,11,Low
13906562,Light apartment with canal view in city centre,7402401,Kristan,NA,Centrum-West,52.36974,4.87713,Entire home/apt,220,2,17,2017-08-28,0.32,1,0,High
13906864,Full comfortble 60m2 apartment for rent Amsterdam,82464347,Eva,NA,De Pijp - Rivierenbuurt,52.34261,4.90045,Entire home/apt,98,1,3,2016-08-23,0.06,1,0,Low
13907967,Bright and modern apartment near city center,80287292,Eva,NA,De Baarsjes - Oud-West,52.37034,4.86973,Entire home/apt,90,2,5,2016-08-19,0.09,1,0,Low
13908800,Singelview,80011952,Willemijn,NA,Centrum-West,52.3773,4.89035,Entire home/apt,150,2,0,NA,NA,1,0,High
13910073,Zonnige woning met tuin vlakbij Sloterdijk,6352586,Jeroen,NA,Geuzenveld - Slotermeer,52.38414,4.83136,Entire home/apt,130,5,12,2018-08-11,0.23,1,0,High
13911238,cozy apartment in Amsterdam Noord,26735120,GyУЖngyvУЉr (Gigi),NA,Oud-Noord,52.3869,4.92108,Entire home/apt,95,2,41,2020-02-11,0.85,1,0,Low
13912800,Tranquil resort next to Amsterdam forest,82468936,Carla,NA,Buitenveldert - Zuidas,52.32469,4.86403,Entire home/apt,210,2,31,2019-11-10,0.6,1,3,High
13915018,"Luxury,Location and Comfort!",82566792,Tay,NA,Centrum-West,52.37129,4.88632,Entire home/apt,150,3,1,2016-07-17,0.02,1,0,High
13915117,Spacious & Modern Studio Apartment,17324607,Jan,NA,Bos en Lommer,52.38158,4.85982,Entire home/apt,95,3,0,NA,NA,1,0,Low
13917559,"klein , warm en typisch amsterdamse appartement",36154099,Mo,NA,Centrum-West,52.37668,4.89434,Entire home/apt,100,7,5,2017-09-02,0.09,1,0,Low
13919400,Bright and spacious family style appartment!,18089615,Umut,NA,De Baarsjes - Oud-West,52.35915,4.85952,Entire home/apt,220,3,4,2017-10-03,0.08,1,0,High
13919508,Sunny and Comfortable near Museums + Zuid-As.,82625452,Job,NA,Zuid,52.34969,4.86304,Entire home/apt,160,3,29,2019-10-21,0.55,1,0,High
13920425,"Spacious, stylish house in the heart of the city",19431939,Charlotte,NA,Centrum-West,52.38157,4.89191,Entire home/apt,110,7,4,2016-11-15,0.07,1,0,Low
13920749,Double Room in Amsterdam West,71179770,Ruben,NA,De Baarsjes - Oud-West,52.3687,4.86059,Private room,99,1,3,2016-08-21,0.06,1,0,Low
13921574,Bird's Eye View Amsterdam West!,9498089,Manos,NA,Bos en Lommer,52.37627,4.83934,Entire home/apt,110,3,0,NA,NA,1,0,Low
13921682,Nice House near the NDSM Wharf,31535438,Arend,NA,Noord-West,52.40715,4.90238,Entire home/apt,111,3,1,2016-08-15,0.02,1,0,Low
13922628,Light and Peacefull Apartment,31977816,Lydia,NA,Slotervaart,52.35584,4.82826,Entire home/apt,80,3,8,2018-05-27,0.15,1,0,Low
13924175,A lovely typically dutch house -,9773347,Jasinka,NA,Watergraafsmeer,52.3417,4.9245,Entire home/apt,111,3,29,2019-10-26,0.54,1,0,Low
13924621,Great place in the North of Amsterdam,82691777,Amanda,NA,Noord-West,52.4197,4.89176,Entire home/apt,120,13,0,NA,NA,1,0,Low
13924971,Beautiful Dutch Apt in the Center with a Terrace,5433076,Peter,NA,Centrum-Oost,52.36348,4.88593,Entire home/apt,135,2,10,2017-02-19,0.19,1,0,High
13925001,Nice room in de Pijp,38835892,Alexander,NA,De Pijp - Rivierenbuurt,52.353,4.89374,Private room,17,4,3,2016-08-07,0.06,1,0,Low
13925585,"house with garden, 10 min. from city centre",17414033,Wouter,NA,De Baarsjes - Oud-West,52.36872,4.8520200000000004,Entire home/apt,79,3,65,2020-08-31,1.22,1,230,Low
13925630,т Unique Waterfront home w Canalview in A-location,1826139,Esther & Jan,NA,Centrum-West,52.38695,4.8856,Entire home/apt,450,4,15,2019-06-02,0.29,8,171,High
13925997,Spacious apartment in lovely Oud-West area!,47085127,Paul,NA,De Baarsjes - Oud-West,52.3651,4.86091,Entire home/apt,245,5,3,2017-05-05,0.06,2,0,High
13926236,Spacious room in the heart of the city centre C,72040780,Hanneke,NA,Centrum-Oost,52.36457,4.89092,Private room,186,2,119,2020-03-14,2.37,5,10,High
13927129,"Beautiful, Clean & Modern Appartment Amsterdam",903908,Sheree,NA,Bos en Lommer,52.37632,4.83908,Entire home/apt,85,2,2,2020-08-23,0.04,1,0,Low
13929944,"Luxurious Apartment in Popular District ""De Pijp""",82770991,Anton,NA,Centrum-Oost,52.35798,4.8983,Entire home/apt,247,1,73,2020-02-28,1.36,1,0,High
13931515,Feel 'local' in this lovely light appartment,1923767,Mandy,NA,De Baarsjes - Oud-West,52.36465,4.86337,Entire home/apt,100,14,5,2019-06-08,0.09,1,0,Low
13932749,Spacious apt with sunny balcony,59269534,Nicoline,NA,De Baarsjes - Oud-West,52.37141,4.86057,Entire home/apt,140,2,26,2019-07-26,0.48,1,0,High
13933082,"houseboat, appartement, near city center, garden",8935096,Bart,NA,Bos en Lommer,52.37779,4.86184,Entire home/apt,160,3,23,2018-09-20,0.43,1,0,High
13933494,"Lovely, sunny one bedroom apartment",82815895,Monika,NA,Watergraafsmeer,52.34063,4.91888,Entire home/apt,80,4,0,NA,NA,1,0,Low
13933621,Charming apartment in trendy location!,82817362,Jihene,NA,De Baarsjes - Oud-West,52.36763,4.86744,Entire home/apt,120,2,57,2019-11-24,1.07,1,0,Low
13933894,Private loft with roof terrace in the city center,2769617,Matt,NA,Centrum-Oost,52.3691,4.92613,Entire home/apt,112,7,24,2019-10-23,0.45,1,0,Low
13934564,Spacious modern family home 150m2,2831388,Rebecca,NA,Bos en Lommer,52.37635,4.84035,Entire home/apt,150,6,0,NA,NA,1,0,High
13934570,Spacious family house with garden!,82830025,Lilian,NA,De Baarsjes - Oud-West,52.37166,4.86084,Entire home/apt,237,2,15,2020-01-01,0.28,1,107,High
13935262,Charming doll house on beautiful Amsterdam canal,16697171,Janine,NA,Centrum-Oost,52.372,4.90609,Entire home/apt,125,6,0,NA,NA,1,0,Low
13938117,Luxurious & modern 3 room apartment,55577509,Jerre,NA,Centrum-Oost,52.36816,4.92482,Entire home/apt,122,3,10,2018-02-14,0.19,1,0,Low
13939484,Stylish appartment in hip & quiet area near centre,35774831,Florentine,NA,Zuid,52.35048,4.84777,Entire home/apt,100,2,31,2020-06-21,0.61,1,0,Low
13939527,Beautiful New Studio Amsterdam Centre Canal Site,82897544,Kelly-Joanne,NA,Centrum-West,52.37675,4.89232,Entire home/apt,120,3,3,2017-07-31,0.07,1,0,Low
13940956,Little house  in Amsterdam,82768156,Rolf & Claar,NA,De Aker - Nieuw Sloten,52.34744,4.78898,Entire home/apt,121,2,61,2019-01-02,1.14,1,0,Low
13942947,Spacious and bright apartment in A'dam West,10804151,Huibert,NA,Bos en Lommer,52.37584,4.84781,Entire home/apt,200,2,1,2016-11-30,0.02,1,0,High
13944754,Bright and cosy appartment,6811085,Freek,NA,De Pijp - Rivierenbuurt,52.34172,4.90225,Entire home/apt,75,4,1,2018-05-20,0.03,2,0,Low
13945251,Modern family apartment with beautifull garden,17666580,Marieke,NA,De Pijp - Rivierenbuurt,52.34574,4.89804,Entire home/apt,139,2,0,NA,NA,2,0,High
13946597,Stadsvilla in de mooiste straat van Amsterdam,75341545,Els,NA,Zuid,52.3561,4.87115,Entire home/apt,190,3,11,2017-08-17,0.21,1,0,High
13946666,Nice room for rent,29700524,Laura,NA,Geuzenveld - Slotermeer,52.37385,4.82893,Private room,35,4,2,2016-08-13,0.04,1,0,Low
13947963,Cool Spot with Great Roof Terrace in Lively East!,17455413,Bowen,NA,Oostelijk Havengebied - Indische Buurt,52.36447,4.93365,Entire home/apt,246,20,19,2019-05-28,0.36,1,0,High
13949074,Tidy and peaceful apartment,81867933,Frans,NA,Buitenveldert - Zuidas,52.33057,4.87442,Entire home/apt,100,2,2,2016-10-16,0.04,1,0,Low
13949192,Cozy room in beautiful flat in Amsterdam East,14748746,Leonie,NA,Watergraafsmeer,52.35376,4.94042,Private room,40,4,1,2016-08-01,0.02,1,0,Low
13949207,Lovely quiet appartment with roof terras near RAI,18267892,Owin,NA,De Pijp - Rivierenbuurt,52.3464,4.8966,Entire home/apt,138,3,10,2019-06-28,0.19,1,0,High
13951234,Beautiful loft style apt in Amsterdam city centre,47570253,Misha,NA,Centrum-Oost,52.36539,4.91111,Entire home/apt,125,1,0,NA,NA,1,0,Low
13951461,Renovated Cozy Apartment -with a sunny balcony,83042760,FreТД,NA,De Pijp - Rivierenbuurt,52.35803,4.90258,Entire home/apt,254,2,10,2017-07-30,0.19,1,69,High
13952349,Nice family home with garden!,83063481,Tamara,NA,Bos en Lommer,52.37789,4.85712,Entire home/apt,175,2,42,2020-09-13,0.79,1,0,High
13952479,"Amazing Canal Penthouse, Stunning views",4826547,Lora,NA,De Pijp - Rivierenbuurt,52.35777,4.90285,Entire home/apt,68,1,377,2020-11-27,7.02,2,253,Low
13953385,Stylish and comfortable room in quiet area,4301128,Sylvia,NA,Gaasperdam - Driemond,52.29354,4.99276,Private room,55,2,37,2019-10-20,0.69,1,88,Low
13953556,Lovely sunny appartment in Amsterdam-west,8319540,Elise,NA,De Baarsjes - Oud-West,52.37177,4.86344,Entire home/apt,100,1,0,NA,NA,1,0,Low
13953719,Bright and spacious apartment @ Albert Cuyp market,83082300,Daniel,NA,De Pijp - Rivierenbuurt,52.35599,4.89857,Entire home/apt,120,2,3,2016-08-07,0.06,1,0,Low
13954029,Mister A: nice 4p apartment on best location,83087415,Janire,NA,De Pijp - Rivierenbuurt,52.3549,4.88723,Entire home/apt,180,3,39,2018-09-15,0.73,1,0,High
13954196,Fijne caravan met douche en toilet,82246387,Oma,NA,IJburg - Zeeburgereiland,52.37015,4.95808,Private room,80,1,90,2020-08-11,1.7,3,0,Low
13954815,SUPER CENTRAL modern apartment!,22432771,Bram,NA,Centrum-West,52.38377,4.88861,Entire home/apt,100,3,11,2019-09-10,0.2,1,0,Low
13956070,A great apartment with garden! Stay for 2,25933525,Isabelle,NA,De Baarsjes - Oud-West,52.37031,4.85388,Entire home/apt,150,2,6,2019-03-24,0.14,1,0,High
13956155,Nicely located & cozy apartment in Amsterdam-West,13945913,Simon,NA,De Baarsjes - Oud-West,52.37475,4.86053,Entire home/apt,100,2,7,2017-08-20,0.16,1,0,Low
13956158,Cozy room in quiet neighbourhood,22855481,Lammert,NA,De Aker - Nieuw Sloten,52.35371,4.78245,Private room,50,3,14,2016-12-05,0.26,1,0,Low
13964167,Cosy appartment 100m2 in quiet area of Amsterdam,83223419,Jelle,NA,Watergraafsmeer,52.34183,4.94786,Entire home/apt,99,3,1,2016-08-01,0.02,1,0,Low
13964252,Spacious bright room at top location!,25140333,Marloes,NA,De Pijp - Rivierenbuurt,52.3567,4.89121,Private room,70,1,5,2016-08-03,0.09,1,0,Low
13964255,"adventurous little boat, area de Pijp (NO shower)",9496677,Anne,NA,De Pijp - Rivierenbuurt,52.35017,4.90647,Entire home/apt,50,4,38,2019-06-16,0.72,2,0,Low
13965832,Lovely apartment in city centre!,73012824,Marieke,NA,Centrum-Oost,52.36086,4.89697,Entire home/apt,99,2,12,2017-08-19,0.23,1,0,Low
13965835,houseboat with superview,5035704,Geke,NA,De Pijp - Rivierenbuurt,52.35661,4.90542,Entire home/apt,220,2,60,2020-09-02,1.15,1,7,High
13966282,Bright Ground Floor Apartment with Garden in Pijp,2643206,Laura,NA,De Pijp - Rivierenbuurt,52.35357,4.90476,Entire home/apt,90,2,23,2018-12-09,0.44,1,0,Low
13966418,"Heel prettig appartement, leuke plek",83246122,Irma,NA,De Pijp - Rivierenbuurt,52.35511,4.90394,Entire home/apt,130,3,8,2017-08-31,0.15,1,0,High
13966822,Warm & relaxed Boutique Room,83251420,Ton,NA,Slotervaart,52.35517,4.83221,Private room,75,2,195,2020-03-05,3.8,1,162,Low
13966850,Luxurious groundfloor apartment with garden,28047829,Maarten,NA,De Baarsjes - Oud-West,52.36711,4.85459,Entire home/apt,108,2,9,2018-09-14,0.18,1,0,Low
13968358,Historical Property overlooking Canal of Princes,83269288,Karin,NA,Centrum-West,52.37793,4.88656,Entire home/apt,700,7,18,2019-08-24,0.34,1,0,High
13968459,Cozy small studio in great area of Amsterdam,83268010,Bart,NA,De Pijp - Rivierenbuurt,52.34485,4.90205,Entire home/apt,60,3,4,2016-09-26,0.08,1,0,Low
13972207,Lovely and bright apartment near Olympic Stadium!,83311958,Elize,NA,Zuid,52.34462,4.86312,Entire home/apt,110,2,13,2017-10-15,0.24,1,0,Low
13972625,Light appartment with roof terrace,82691314,Marieke,NA,Watergraafsmeer,52.35527,4.92948,Entire home/apt,75,4,47,2020-09-28,0.88,1,94,Low
13973023,Stylish family house + garden near AmsterdamCentre,15605859,Dave,NA,De Baarsjes - Oud-West,52.36902,4.8614,Entire home/apt,195,3,12,2019-08-05,0.23,1,0,High
13973496,"Modern, comfy and sunny apartment nearby Jordaan",5998366,Vincent,NA,Bos en Lommer,52.37625,4.85833,Entire home/apt,90,2,14,2019-06-08,0.27,1,0,Low
13973737,Cozy luminous room in Oost (East),59441865,Grace,NA,Watergraafsmeer,52.35317,4.92706,Private room,50,4,7,2018-07-21,0.13,1,0,Low
13973755,Stylish & Spatious Attic Studio,10139913,Rachele,NA,Centrum-Oost,52.3692,4.90813,Entire home/apt,150,2,27,2019-06-30,0.54,1,0,High
13974102,Cozy apartment with rootop,83335794,B1n2m3zxc,NA,Centrum-West,52.3751,4.88939,Entire home/apt,290,2,0,NA,NA,1,0,High
13974532,Spacious apartment in lively East,1542660,Kees,NA,Oostelijk Havengebied - Indische Buurt,52.35846,4.94098,Entire home/apt,199,3,42,2019-05-23,0.78,1,0,High
13974633,Luxury Apartment with best canal view of Amsterdam,8766224,Jaap,NA,Westerpark,52.37416,4.87329,Entire home/apt,150,6,22,2020-06-28,0.42,1,0,High
13983271,Cozy Rooms in Amsterdam Centre,79386151,Chance,NA,Centrum-Oost,52.36772,4.90246,Private room,135,2,3,2018-10-15,0.11,2,0,High
13984892,Cosy & relaxed apartement & 2 beautiful gardens!,83459067,Franck,NA,Oud-Oost,52.35096,4.91503,Entire home/apt,125,1,31,2019-10-21,0.6,1,89,Low
13985317,Apartment in a trendy area,49480663,Mark,NA,De Baarsjes - Oud-West,52.36358,4.86384,Entire home/apt,99,3,4,2016-11-13,0.07,1,0,Low
13985548,Spacious apartment near Vondelpark in A'dam South,83016162,Colette,NA,Zuid,52.35062,4.86009,Entire home/apt,200,2,1,2017-05-01,0.02,1,0,High
13986711,Room in Amsterdam,83008351,Freekje,NA,Zuid,52.34718,4.84882,Private room,28,5,1,2016-08-23,0.02,1,0,Low
13986829,"Spacious home near museumquarter, rooftop terrace",31972445,Nikki,NA,De Baarsjes - Oud-West,52.3624,4.87014,Entire home/apt,90,2,1,2016-07-24,0.02,1,0,Low
13987167,Bright 3-Bedroom Apt in Old-West | Balcony,83481204,Joost,NA,De Baarsjes - Oud-West,52.36326,4.86853,Entire home/apt,360,2,23,2019-08-11,0.43,1,0,High
13989987,New apartment in the Jordaan,71789267,Yanna,NA,Centrum-West,52.38114,4.88191,Entire home/apt,155,3,114,2019-05-12,2.32,1,0,High
13990202,New Studio at Amstel River 10 min from Center,83490442,Laura,NA,Watergraafsmeer,52.33992,4.9192,Entire home/apt,62,3,25,2019-08-18,0.47,1,0,Low
13990928,LUXURIOUS PENTHOUSE INCLUDING 2 ROOFTOPS!,51742581,Sander,NA,Centrum-West,52.37683,4.89085,Entire home/apt,212,3,26,2019-09-11,0.5,1,208,High
13991472,Historic apt in Jordaan/city centre,15623802,Frank,NA,Centrum-West,52.38157,4.88502,Entire home/apt,225,4,17,2019-08-05,0.32,1,41,High
13993535,"Beautiful, cosy apartment in Amsterdam Noord",41701368,Lena,NA,Noord-West,52.40842,4.91279,Entire home/apt,70,7,2,2016-08-27,0.04,1,0,Low
13993768,Spacious appartement near metro,46062643,Jeff,NA,Bijlmer-Oost,52.31924,4.97758,Entire home/apt,80,3,22,2017-10-01,0.41,1,0,Low
13994063,Cozy and bright apartment,47481526,Mayra-Lisa,NA,De Pijp - Rivierenbuurt,52.35182,4.89475,Entire home/apt,120,5,11,2019-08-24,0.21,1,346,Low
13994221,The oldest street of Amsterdam!,52650166,Eva,NA,Centrum-West,52.37442,4.90113,Entire home/apt,160,3,9,2019-06-21,0.17,1,0,High
13994316,"Bright, airy flat in lovely central location",42351579,Clare,NA,Westerpark,52.38277,4.87113,Entire home/apt,99,3,19,2018-08-24,0.36,1,0,Low
